,gt,ms_total,0.415715011931069,frac,local_max,local_min,2parts,1.11981880013218,1.25399414512947,1.40424621897166,1.57250131601899,1.76091653691066,1.9719074434962,2.20817902734762,2.47276038888146,2.76904357169161,3.10082704996542,3.47236442650967,3.88841896571572,4.35432466059898,4.8760546168179,5.46029763038399,6.11454394082117,6.84718125916584,7.66760230192662,8.5863252096342
19,3,0.041535587443626,0.099913609688246,0.028147460963932,3,4,0.124606762330877,0.013388126479693,0.000356444133741,0.000454962594188,0.000483308414216,0.000952262438983,0.000887738469418,0.000745677794773,0.000635131884364,0.000664798554443,0.000468889695025,0.000547404883533,0.000624304634502,0.001415594301794,0.002527489633039,0.0027993536422,0.003146036529534,0.003478205988321,0.003803820301023,0.004156037070836
20,8,0.111474731027067,0.268151805510337,0.05604098951924,5,6,0.557373655135337,0.055433741507828,0.005500261490503,0.004899126735555,0.003753158051288,0.005179024223141,0.003607289886223,0.001930967660776,0.001968789874939,0.001332869597183,0.001227387017736,0.001626917026804,0.001549642591307,0.001771706517669,0.004105383419267,0.008048047518511,0.005922386552225,0.001043799509454,0.0012487507465,0.001325481100159
21,5,0.086585348798314,0.208280543914231,0.036714394878209,4,5,0.346341395193257,0.049870953920105,0.002909190726231,0.002624363840645,0.003269238172914,0.003301677710186,0.003594836984095,0.002617239054362,0.002649698966875,0.002806895143091,0.002454682662524,0.001964585441732,0.002074666529645,0.001553019100713,0.000506621365024,0.000607569833457,0.000790207371546,0.000955251233725,0.00100751639204,0.001027134349405
22,60,0.096324429547531,0.231707844997194,0.065050421701837,1,2,0.096324429547531,0.031274007845695,0.001736824202261,0.001800806771561,0.001939027051031,0.002214199983906,0.00230655571422,0.00241848447213,0.002653099129306,0.002812797762755,0.002890973314391,0.003113176418137,0.00326037967281,0.003378932809288,0.003599952369481,0.004155586785053,0.004980442762906,0.006027076516666,0.007313945648643,0.008448160317292
23,29,0.267692060376636,0.64393166639126,0.221481900784847,3,4,0.803076181129909,0.04621015959179,0.00507200235278,0.003691150642144,0.005770632228865,0.006013000003743,0.006442193936043,0.006466663899505,0.006645322535846,0.011496352112124,0.015456514002064,0.020186674208826,0.021595219086738,0.013220738513808,0.016508825579657,0.018754799205167,0.019862957435039,0.02072285869361,0.008539008280362,0.015036988068526
24,26,0.096128279462709,0.231236007129441,0.071238286578489,3,4,0.288384838388125,0.02488999288422,0.000570533089717,0.000633282559076,0.001818922735768,0.002384042662832,0.002060930502939,0.002486013578347,0.003016419404183,0.003665802111392,0.004527619044891,0.003469991406969,0.001225947358004,0.001835747925914,0.003035050610226,0.003907578660475,0.005355730882832,0.008153211979611,0.010511045771141,0.012580416294172
25,12,0.247729476983225,0.595911790224937,0.107922581766008,2,3,0.49545895396645,0.139806895217217,0.004262571962247,0.006223387219775,0.006920444224974,0.004025767877468,0.003819795853402,0.003489479108716,0.003022483416807,0.002735190874077,0.003033150422698,0.003919786902185,0.004915457580364,0.006413088716692,0.00693659705397,0.007776726979653,0.008349528066862,0.009249121062936,0.010481067775926,0.012348936667255
26,51,0.036464304112724,0.0877146676598,0.0261579897769,3,4,0.10939291233817,0.010306314335824,0.002723927568387,0.002125655245616,0.00114619074433,0.001222398216814,0.000638252167478,0.000708488473212,0.000824478932967,0.000943145504795,0.001062280702667,0.000877084064739,0.000896631503562,0.001219801325788,0.001440303018287,0.001579983944721,0.001783605111936,0.00199983203628,0.002297634694997,0.002668296520323
27,3,0.033660011437004,0.080968958230898,0.024024929779326,3,4,0.100980034311012,0.009635081657678,0.000947119768687,0.001629518758359,0.001653904152271,0.000871095217401,0.000905420778056,0.0006635508138,0.00064762297586,0.00061455862775,0.000268026528912,0.000342398686711,0.000903645511119,0.001204951037613,0.001370730142733,0.001527983952703,0.001903297989077,0.002186730298221,0.002940748056588,0.003443626483467
28,23,0.122090823169606,0.293688752307676,0.047133142459028,4,5,0.488363292678426,0.074957680710578,0.011617265952467,0.008086503888,0.00492206642247,0.002500032146592,0.002616918121053,0.002724304065644,0.002809597590055,0.002574669916545,0.002359194195338,0.001085601559478,0.000942988911595,0.001017885866878,0.000758055580215,0.000702832625326,0.000577557829474,0.00060018018419,0.00053328919122,0.000704198412491
29,77,0.074728640775417,0.179759302961635,0.054165526843116,4,5,0.298914563101668,0.020563113932301,0.002391653549148,0.00240993593846,0.00215291020771,0.002549684585746,0.002730629154278,0.001723508171969,0.001544863958549,0.001957606770721,0.001699077140997,0.00246489989149,0.002820608023032,0.003112282774573,0.003331402214039,0.003708502688619,0.004183205877979,0.004777683171941,0.005095645492827,0.005511427231041
30,54,0.036959190562023,0.088905114083664,0.03222296354771,3,4,0.11087757168607,0.004736227014313,0.001086291955284,0.000583230641426,0.000922340502438,0.000926959165662,0.001014233671567,0.001038345060757,0.000681937180038,0.000293185797784,0.000766114159054,0.001099649063882,0.001598536709115,0.002202762703075,0.002806444197094,0.002910520037905,0.001546492095322,0.003353686849073,0.004566719346939,0.004825514411295
31,77,0.070522954223352,0.16964254886,0.051647840817947,4,5,0.282091816893407,0.018875113405405,0.002089922860616,0.002108537644572,0.001183838821828,0.000906032582372,0.001535418726059,0.00307724806478,0.003078318935384,0.002979911032982,0.002834056273355,0.003181724371282,0.002654869854256,0.002894935201577,0.0031237126302,0.003353174308245,0.003602601128656,0.003931221049534,0.004315977049778,0.004796340282473
32,86,0.101114420413547,0.243230139666722,0.056138467312404,2,3,0.202228840827094,0.044975953101143,0.001081725788785,0.001708930573166,0.002496213362847,0.002088191061361,0.001845491603112,0.001575981840069,0.001726821353116,0.001865603680831,0.002095160107822,0.002114991058521,0.002315258625338,0.002723752216899,0.00334946943962,0.004308358238305,0.004703391487564,0.005557059530341,0.00669057363566,0.007891493709049
33,36,0.069967185116052,0.168305649562767,0.042696684970188,5,6,0.349835925580261,0.027270500145865,0.000879621487365,0.000808457371599,0.000575685170082,0.001108226438832,0.002056637732798,0.001856451665769,0.001831103902257,0.002510873248815,0.002944159597342,0.003237719702334,0.002790784431359,0.003004235023244,0.003241771156234,0.003381084600877,0.003081961001348,0.003173521754395,0.003068307463036,0.003146083222501
34,91,0.113914781230735,0.27402133182918,0.075526196147611,4,5,0.45565912492294,0.038388585083125,0.004472833839655,0.003354325182712,0.004062444504776,0.003831915203822,0.004220747928711,0.002818999537083,0.001252184290351,0.002842100019618,0.003082869799226,0.003473032882211,0.003867167988494,0.004293581509165,0.004675003193396,0.004524653080784,0.005219432979739,0.005839894005649,0.00657084000356,0.00712417019866
35,25,0.073578993415055,0.176993833042659,0.035900424994853,3,4,0.220736980245164,0.037678568420201,0.001484015868327,0.001704256641673,0.001864261392169,0.002036967484169,0.001448757482688,0.001224235887637,0.001374628663872,0.001561434171166,0.001741782089993,0.001315660293626,0.000984244560373,0.00121314611659,0.001326526124665,0.00158716967298,0.002468336320811,0.003489563332653,0.004160326722095,0.004915112169366
36,83,0.045653607126347,0.109819481654699,0.031333000491056,4,5,0.182614428505388,0.014320606635291,0.000752957109397,0.000888860112603,0.001287302352788,0.001586545303145,0.001416800967005,0.001692733301066,0.001373647122844,0.001540899439463,0.00163579368099,0.001782537801143,0.001830122315279,0.001941918398825,0.001965351222183,0.001632794911961,0.001798159489323,0.002501765194501,0.002790633825457,0.002914177943083
37,26,0.153118070592832,0.368324612290453,0.142328525360327,5,5,0.765590352964162,0.010789545232506,0.000718852926987,0.000788502556807,0.001009755865316,0.001150356010669,0.001072974461473,0.001059811448539,0.001274713267204,0.001271870297544,0.002198518564003,0.005348536384549,0.009146002833433,0.013568644476761,0.018532481820743,0.01495282510682,0.016119494938753,0.01863639155055,0.018064540094097,0.017414252756079
38,73,0.135387992125131,0.325675013505598,0.110393027058989,4,4,0.541551968500523,0.024994965066142,0.005577251083609,0.003533402887749,0.001985125721722,0.001481627765114,0.00140345758777,0.001069811048208,0.000944316079586,0.001109191016665,0.002862485079931,0.001973778362402,0.003397523266718,0.002859399097482,0.004381258313109,0.008097991621117,0.011731022173053,0.017640972518211,0.020454890552119,0.019889522884425
39,86,0.111004179243986,0.26701989598199,0.08809251027387,3,4,0.333012537731957,0.022911668970116,0.003153285557649,0.003643927196496,0.003617388430281,0.003394054969442,0.002966688700327,0.003010815057798,0.003174878604151,0.003360318489872,0.004134220066885,0.004650971343304,0.0050901511774,0.005654186435508,0.008113417987266,0.009332249611044,0.008403228812298,0.006827053309209,0.004322585480629,0.00524308904431
40,83,0.111609245688322,0.268475379731603,0.055276312973923,5,6,0.558046228441609,0.056332932714399,0.004113313305071,0.004542783856846,0.003627223800016,0.005414002655428,0.005494533972803,0.004076774543583,0.004115779772347,0.004192442445707,0.000619701833188,0.001126723278481,0.000805262854458,0.000923936178443,0.001560630506971,0.002088841041363,0.002426116680335,0.003082400907171,0.003392358265994,0.003673487075718
41,68,0.111417144664695,0.268013281856585,0.078134782161889,2,3,0.222834289329391,0.033282362502806,0.005517116830965,0.006111541610419,0.006463260219549,0.00642440891337,0.00510185906708,0.002490025043258,0.001835587196903,0.00147232689638,0.001077650778897,0.002706750076314,0.003102335818024,0.003423643360969,0.003796374230502,0.004285658424968,0.004785029034545,0.005492767659635,0.006498124058957,0.007550322941154
42,54,0.075350521784065,0.181255234046153,0.053005733499161,4,5,0.301402087136261,0.022344788284905,0.001843879617006,0.001657188432282,0.001783810770197,0.001768535443055,0.001784919479737,0.001765012087129,0.001536817272261,0.001854589270537,0.001897751887144,0.002366581938904,0.001966566219028,0.000973742921742,0.001506198613049,0.002922883138079,0.004035378987535,0.005486300772407,0.007792340492713,0.010063236156353
43,90,0.056432727295184,0.135748591404106,0.048592912602021,2,2,0.112865454590367,0.007839814693163,0.00086338231438,0.000796194476253,0.000896796287386,0.001069480216184,0.001487092301512,0.00173190987776,0.001882274663065,0.00206497986301,0.002184327522861,0.002361951705484,0.002431174885547,0.002999652085543,0.003445366911076,0.004176613603687,0.00475755395787,0.005110912567303,0.005264897741954,0.005068351621144
44,5,0.037567469254153,0.090368324876327,0.01086991583676,3,4,0.112702407762459,0.026697553417393,0.000436566499223,0.000431171088324,0.000256602994982,0.000243765397607,0.000325594401128,0.000180858024993,0.000369084900366,0.000481225324677,0.000392523432018,0.000337962825108,0.000163730798642,0.000126418788662,0.000330653088131,0.000632102137356,0.001045873221468,0.001445119681859,0.001757692108486,0.001912971123731
45,45,0.104048959970161,0.250289157196502,0.065437579673557,4,5,0.416195839880644,0.038611380296605,0.001708182896707,0.002173411784054,0.002417937386387,0.002767313497277,0.003517877828209,0.003447752594182,0.003663469011584,0.003862214532652,0.003749509343168,0.004897514624226,0.005499275919738,0.006253626452083,0.006191428461315,0.002105170344256,0.002375298460434,0.002730609959339,0.00345190749287,0.004625079085075
46,46,0.090020937139335,0.21654483132849,0.072277670958669,4,4,0.360083748557339,0.017743266180666,0.002303372500713,0.00303606171316,0.002179360948355,0.001948808535941,0.000664025436157,0.000499443654047,0.000477372127332,0.000665834260018,0.001237698374003,0.001388011877126,0.00107761724644,0.002895430334078,0.004194602562183,0.006613147320721,0.009839055309493,0.013488187688429,0.012780347229373,0.0069892938411
47,0,0.180494750504981,0.434179053738162,0.092713363953974,3,3,0.541484251514942,0.087781386551007,0.003126096034394,0.004302404650536,0.002591033729856,0.00208491745218,0.003762822860465,0.004814802584095,0.005825608855626,0.006901783888448,0.007852717229045,0.008683573842282,0.009234801793239,0.008328549977023,0.006097090777141,0.004897470729933,0.004403355633934,0.00381775371425,0.003148318607554,0.002840261593971
48,1,0.063158983886747,0.151928561812964,0.039774541073918,2,3,0.126317967773493,0.023384442812829,0.001544666073752,0.001560015037707,0.001554070549116,0.001519042488741,0.001510363368425,0.001535947663285,0.001592231257552,0.001673133983245,0.001767517000645,0.002078144019471,0.002310729247738,0.002522764779291,0.002723658792953,0.002912680732908,0.003056017073358,0.003174993748365,0.003290771763305,0.00344779349406
49,81,0.144050815197503,0.346513383118789,0.04705285679643,5,6,0.720254075987514,0.096997958401073,0.003204316179785,0.003748056525367,0.004405526405788,0.0029092610899,0.00179753140573,0.001943344475133,0.001723529132657,0.001291370127951,0.002043241569402,0.001761409505641,0.000979154733593,0.001154116780316,0.001090385049114,0.001209340691243,0.002462874313006,0.004260530751329,0.004440612320569,0.006628255739907
50,10,0.075051323738445,0.180535514918787,0.06679077162145,3,3,0.225153971215336,0.008260552116995,0.005050676677973,0.007987696600925,0.007908367754454,0.007788932627249,0.004016606088166,0.001635566406909,0.001031662277492,0.000805153415781,0.000966379883913,0.001198731564263,0.001612282868381,0.002001360337396,0.002293996543699,0.002701668177244,0.003559362403892,0.005240955685066,0.006137294591503,0.004854077717143
51,10,0.03930670411046,0.094552044026203,0.027920989740494,1,2,0.03930670411046,0.011385714369966,0.000849193308961,0.000937011196561,0.001023674892798,0.001113436628742,0.001201727699132,0.001292285618018,0.001380815970142,0.001466674696288,0.001541735815269,0.001594023142462,0.001606705330222,0.001671484410013,0.001876811534306,0.001947030269175,0.002011898282167,0.002071972072703,0.002133965971211,0.002200542902323
52,4,0.074691001286572,0.179668761394058,0.047946001811756,3,4,0.224073003859714,0.026744999474815,0.001972860214314,0.001975263403911,0.00195624340925,0.001921338211643,0.001934540273805,0.001927443696929,0.001989353071125,0.002005526658151,0.002132394058875,0.002374716639135,0.002495712060703,0.002629041474685,0.002898926429191,0.003192739955215,0.00352579452007,0.003836347266767,0.00435316871207,0.004824591755919
53,12,0.073873059246848,0.177701206660049,0.057912363449243,1,2,0.073873059246848,0.015960695797604,0.001289382508798,0.001419458890477,0.001556501441886,0.001712485027116,0.001887841270395,0.002062727607752,0.002251592585391,0.00243863563277,0.00266536938647,0.00290949995411,0.003210094088013,0.003548043005552,0.003934196950233,0.004374418006194,0.004841026451266,0.00533871350103,0.005906726070977,0.006565651070813
54,68,0.101206714380598,0.243452152258046,0.073787732662132,2,3,0.202413428761196,0.027418981718467,0.004948287455831,0.005911536205553,0.007433423250413,0.008902918916074,0.002123624503511,0.000861283598092,0.001149731750699,0.001743162549296,0.00194202561428,0.002224334837438,0.002671601634027,0.00309191291832,0.003508510961806,0.003987807877778,0.00461273640996,0.005375176719071,0.006237754796509,0.007061902663472
55,3,0.203485328420444,0.489482752800335,0.152364091718242,4,5,0.813941313681777,0.051121236702202,0.010693798903663,0.003728802747068,0.004874238126062,0.006274068338151,0.004690318942585,0.0045874045843,0.011181138801863,0.012326288450281,0.01324599440102,0.012175249501153,0.011733678243968,0.012808723937241,0.011863139223672,0.005541651715953,0.00464559391571,0.005922484462752,0.007396428734241,0.008675088688561
56,10,0.13252608536931,0.318790713748111,0.07254881808281,3,4,0.39757825610793,0.059977267286501,0.00750028404464,0.007752627139417,0.007640331444448,0.006626527517816,0.006198189743823,0.006134655741476,0.005613838194293,0.004721751801903,0.003750479943644,0.00243508768454,0.002291070579669,0.002010689908079,0.001825592671864,0.00207533124903,0.002027572365324,0.001138236344166,0.001065534702967,0.00174101700571
57,26,0.127416741273387,0.306500216774742,0.057829593823636,4,4,0.509666965093549,0.069587147449751,0.006086712579123,0.007075654786937,0.009158974811567,0.009419965359169,0.009564412337763,0.004148471434426,0.00051351675913,0.00041411986981,0.000678684879445,0.001164212852489,0.001399379040904,0.001142838819486,0.001214454989283,0.001750621946221,0.001625371739797,0.001236552275736,0.000795986924464,0.000439662417887
58,88,0.071831183188316,0.172789485889978,0.054294464462121,4,4,0.287324732753262,0.017536718726195,0.002646610467091,0.002684763670372,0.001277551470511,0.001650445951478,0.00187114650965,0.001989884978949,0.001918225590252,0.002208198886759,0.002358768740921,0.002427054060515,0.002685956408735,0.003206391025812,0.0035967878126,0.004885356028105,0.00526958528202,0.00533857466553,0.004894216962194,0.003384945950627
59,44,0.068068783682085,0.16373905615266,0.053894156057605,5,6,0.340343918410426,0.01417462762448,0.000698700661117,0.001238694903815,0.001720511151187,0.002118569027689,0.002013854137312,0.002728403635537,0.003106964137235,0.002806752219176,0.00172080174956,0.001540463996171,0.001968695632966,0.002346342962041,0.002241600551621,0.003977419059716,0.005652987173697,0.005527498116181,0.005503857415743,0.00698203952684
60,29,0.069010695009024,0.166004818273118,0.022307083368483,2,3,0.138021390018048,0.046703611640542,0.002854954507458,0.002743555077065,0.002292530187817,0.001985983421408,0.001420525706831,0.001411843773818,0.000706128001539,0.000355470775168,0.000288371262777,0.000802084392997,0.001047196665663,0.001248686485752,0.001270157906121,0.001033156865717,0.000723806380874,0.000226422147251,0.000762917456033,0.001133292354195
61,54,0.089897906201884,0.216248881136845,0.024401103765662,5,5,0.449489531009419,0.065496802436222,0.002156498171781,0.001533274383072,0.001556411042895,0.000732638176417,0.000576818641245,0.000748934218224,0.000740062931084,0.000600199777525,0.00083189071217,0.000789213432823,0.001179716789983,0.001554430349047,0.001845850987236,0.002005811135871,0.002061213437587,0.002010687958829,0.001885830325776,0.001591621294097
62,26,0.069036407759937,0.166066670143208,0.044335427942778,3,4,0.20710922327981,0.024700979817159,0.004190463175649,0.004665600984779,0.0050891051801,0.005469924874424,0.005477099386984,0.003562017157155,0.002698059454501,0.002060386122195,0.001193754555399,0.001351150496902,0.00114162068505,0.000919662520399,0.000553123482813,0.000786879096328,0.000924496901104,0.001270991304699,0.001439023873851,0.001542068690446
63,53,0.130746898579689,0.314510890459178,0.041066872854631,4,5,0.522987594318755,0.089680025725057,0.001922188225475,0.001882991568439,0.002139196276827,0.002384304909237,0.002857450727085,0.002799813481012,0.003171048981443,0.004111661787825,0.003837405790375,0.001371582129273,0.001075131909173,0.001301113964021,0.001052660875111,0.001245561049155,0.001760456660242,0.002160845924568,0.002749610367139,0.003243848228232
64,26,0.113222820592711,0.272356824611099,0.080742385047757,2,3,0.226445641185423,0.032480435544954,0.003482967011455,0.003392467891206,0.004086691276374,0.00185058925518,0.000649273781799,0.001439054662538,0.001952998960026,0.002562282069323,0.003068753403194,0.00348860673068,0.003786530539838,0.004680830826596,0.005089217854694,0.006097782628334,0.006907773976985,0.00775314243342,0.009594608554022,0.010858813192094
65,49,0.102143323406478,0.245705159724697,0.088464722475018,3,4,0.306429970219433,0.01367860093146,0.001575765919593,0.001446685644564,0.00154043882723,0.001389650105484,0.001281744987638,0.001375879832283,0.001765872841089,0.002377986892138,0.002585455913874,0.002954974089833,0.003608112326675,0.005241908226235,0.008292532046131,0.011716465689422,0.011904317625032,0.011464511459384,0.008609936231462,0.009332483816952
66,70,0.088729588079397,0.213438498810115,0.075761697018853,1,2,0.088729588079397,0.012967891060543,0.001385394621386,0.001558514229664,0.001786329222696,0.002078861031998,0.002304570165168,0.002552795451641,0.002786341227962,0.003109417843148,0.003479165789562,0.003789517807921,0.004284852629974,0.004893696206962,0.00498757049436,0.005485578749456,0.006094066469776,0.006920071888951,0.008146625063164,0.010118328125064
67,60,0.253915818308158,0.610792997656435,0.077497788569741,4,4,1.01566327323263,0.176418029738418,0.016551886427112,0.011621340243861,0.006956112169141,0.006265547650108,0.007125942428005,0.00827191273104,0.003285205815847,0.002457842073266,0.002232995757346,0.002055314524359,0.001547012391631,0.001245309441563,0.001284827949237,0.001220582940869,0.001015219345865,0.001576600608202,0.00148621724117,0.00129791883112
68,48,0.124002702615292,0.298287766995176,0.05093732789658,6,7,0.74401621569175,0.073065374718711,0.00721980090935,0.008063177608789,0.00742854453333,0.004197232476506,0.00457385579789,0.004753367497339,0.003599949335052,0.00308537810061,0.00115933732108,0.000981428401633,0.00098530719596,0.000814547634563,0.000845644691036,0.000984121235013,0.000454195629262,0.000514207659262,0.000421053424302,0.000856178445603
69,62,0.060166158721677,0.144729338597119,0.043963046306215,1,2,0.060166158721677,0.016203112415462,0.000875409442646,0.00079063018095,0.000983917762169,0.001135056557194,0.00126360522144,0.001379566230701,0.001498187414455,0.001933969835466,0.002037627154886,0.002182594123366,0.002288558061258,0.002767306147183,0.003084973323187,0.003243223313424,0.003645560567187,0.004470733211085,0.005086854146223,0.005295273613398
70,54,0.132028838739009,0.317594589922822,0.05252241878045,4,5,0.528115354956036,0.07950641995856,0.005709118471979,0.005889898552243,0.006054640586002,0.003497827668035,0.002476490594281,0.002173706653878,0.00175273205892,0.001466524428954,0.001412852776745,0.001760793622493,0.001510276667031,0.00190344313031,0.002128328394456,0.00142296766426,0.00203841637658,0.002235424818661,0.003580604121118,0.005508372194502
